,Unnamed: 0_x,STATE,EVENT_ID,YEAR,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,Unnamed: 0_y,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION
0,217,TEXAS,673579,2017,Flood,0,0,1,0,0.0,0.00K,685,36.0,M,Outside/Open Areas
1,224,TEXAS,672747,2017,Thunderstorm Wind,0,0,2,0,0.0,0.00K,683,5.0,M,In Water
2,224,TEXAS,672747,2017,Thunderstorm Wind,0,0,2,0,0.0,0.00K,684,26.0,M,In Water
3,370,PUERTO RICO,749456,2017,Flash Flood,0,0,9,0,2.50B,0.00K,696,,,Unknown
4,370,PUERTO RICO,749456,2017,Flash Flood,0,0,9,0,2.50B,0.00K,697,,,Unknown
5,370,PUERTO RICO,749456,2017,Flash Flood,0,0,9,0,2.50B,0.00K,698,,,Unknown
6,370,PUERTO RICO,749456,2017,Flash Flood,0,0,9,0,2.50B,0.00K,699,,,Unknown
7,370,PUERTO RICO,749456,2017,Flash Flood,0,0,9,0,2.50B,0.00K,700,,,Unknown
8,370,PUERTO RICO,749456,2017,Flash Flood,0,0,9,0,2.50B,0.00K,701,,,Unknown
9,370,PUERTO RICO,749456,2017,Flash Flood,0,0,9,0,2.50B,0.00K,702,,,Unknown
10,370,PUERTO RICO,749456,2017,Flash Flood,0,0,9,0,2.50B,0.00K,703,,,Unknown
11,370,PUERTO RICO,749456,2017,Flash Flood,0,0,9,0,2.50B,0.00K,704,,,Unknown
12,371,PUERTO RICO,749457,2017,Flash Flood,0,0,1,0,750000000.0,0.00K,705,,M,Unknown
13,418,PUERTO RICO,722620,2017,Flash Flood,0,0,1,0,750000000.0,0.00K,688,,M,Unknown
14,419,PUERTO RICO,722622,2017,Flash Flood,0,0,2,0,750000000.0,0.00K,689,53.0,M,In Water
15,419,PUERTO RICO,722622,2017,Flash Flood,0,0,2,0,750000000.0,0.00K,690,47.0,M,In Water
16,421,PUERTO RICO,722629,2017,Flash Flood,0,0,4,0,750000000.0,0.00K,691,,,Unknown
17,421,PUERTO RICO,722629,2017,Flash Flood,0,0,4,0,750000000.0,0.00K,692,,,Unknown
18,421,PUERTO RICO,722629,2017,Flash Flood,0,0,4,0,750000000.0,0.00K,693,,,Unknown
19,421,PUERTO RICO,722629,2017,Flash Flood,0,0,4,0,750000000.0,0.00K,694,,,Unknown
20,425,PUERTO RICO,749737,2017,Flash Flood,0,0,3,0,750000000.0,0.00K,706,,F,Permanent Home
21,425,PUERTO RICO,749737,2017,Flash Flood,0,0,3,0,750000000.0,0.00K,707,,F,Permanent Home
22,425,PUERTO RICO,749737,2017,Flash Flood,0,0,3,0,750000000.0,0.00K,708,,F,Permanent Home
23,529,PUERTO RICO,731651,2017,Lightning,0,0,1,0,0.0,0.00K,695,63.0,M,In Water
24,762,CALIFORNIA,724178,2017,Wildfire,1,0,8,0,38400000.0,0.00K,425,,,Unknown
25,762,CALIFORNIA,724178,2017,Wildfire,1,0,8,0,38400000.0,0.00K,426,,,Unknown
26,762,CALIFORNIA,724178,2017,Wildfire,1,0,8,0,38400000.0,0.00K,427,,,Unknown
27,762,CALIFORNIA,724178,2017,Wildfire,1,0,8,0,38400000.0,0.00K,428,,,Unknown
28,762,CALIFORNIA,724178,2017,Wildfire,1,0,8,0,38400000.0,0.00K,429,,,Unknown
29,762,CALIFORNIA,724178,2017,Wildfire,1,0,8,0,38400000.0,0.00K,430,,,Unknown
30,762,CALIFORNIA,724178,2017,Wildfire,1,0,8,0,38400000.0,0.00K,431,,,Unknown
31,762,CALIFORNIA,724178,2017,Wildfire,1,0,8,0,38400000.0,0.00K,432,,,Unknown
32,981,FLORIDA,668749,2017,Thunderstorm Wind,0,0,1,0,0.0,0.00K,85,54.0,M,Mobile/Trailer Home
33,1007,CONNECTICUT,690389,2017,Strong Wind,1,0,1,0,7000.0,0.00K,67,,M,Under Tree
34,1911,FLORIDA,668998,2017,Rip Current,0,0,1,0,0.0,0.00K,86,52.0,F,In Water
35,2087,MISSISSIPPI,692096,2017,Tornado,0,0,1,0,3500000.0,700.00K,687,36.0,M,Permanent Home
36,2452,MICHIGAN,681925,2017,Winter Weather,0,0,0,1,0.0,0.00K,481,,,Vehicle/Towed Trailer
37,2733,HAWAII,670198,2017,Flash Flood,0,0,1,0,0.0,0.00K,89,47.0,F,In Water
38,2837,HAWAII,670192,2017,High Surf,0,0,0,1,0.0,0.00K,88,43.0,M,In Water
39,2865,NEW JERSEY,730071,2017,Rip Current,0,0,1,0,,,264,34.0,M,In Water
40,2925,GEORGIA,673095,2017,Tornado,0,0,2,0,500000.0,0.00K,368,82.0,M,Permanent Home
41,2925,GEORGIA,673095,2017,Tornado,0,0,2,0,500000.0,0.00K,369,78.0,F,Permanent Home
42,2947,PENNSYLVANIA,667029,2017,Strong Wind,0,0,1,0,,,79,60.0,M,Outside/Open Areas
43,3084,IDAHO,676952,2017,Winter Storm,0,0,0,1,5000.0,0.00K,112,59.0,M,Vehicle/Towed Trailer
44,3188,TEXAS,668659,2017,Extreme Cold/Wind Chill,0,0,1,0,0.0,0.00K,82,72.0,M,Outside/Open Areas
45,3189,LOUISIANA,668660,2017,Strong Wind,1,0,1,0,0.0,0.00K,83,35.0,M,In Water
46,3407,PUERTO RICO,678145,2017,Rip Current,0,0,1,0,0.0,0.00K,115,39.0,M,In Water
47,3420,WISCONSIN,664988,2017,Winter Weather,0,0,0,1,,0.00K,75,16.0,F,Vehicle/Towed Trailer
48,3432,GEORGIA,673054,2017,Tornado,0,0,2,0,500000.0,0.00K,359,,M,Mobile/Trailer Home
49,3432,GEORGIA,673054,2017,Tornado,0,0,2,0,500000.0,0.00K,360,,F,Mobile/Trailer Home
50,3546,GEORGIA,673083,2017,Tornado,45,0,7,0,1500000.0,0.00K,361,18.0,F,Mobile/Trailer Home
51,3546,GEORGIA,673083,2017,Tornado,45,0,7,0,1500000.0,0.00K,362,33.0,F,Mobile/Trailer Home
52,3546,GEORGIA,673083,2017,Tornado,45,0,7,0,1500000.0,0.00K,363,62.0,F,Mobile/Trailer Home
53,3546,GEORGIA,673083,2017,Tornado,45,0,7,0,1500000.0,0.00K,364,38.0,F,Mobile/Trailer Home
54,3546,GEORGIA,673083,2017,Tornado,45,0,7,0,1500000.0,0.00K,365,41.0,F,Mobile/Trailer Home
55,3546,GEORGIA,673083,2017,Tornado,45,0,7,0,1500000.0,0.00K,366,41.0,F,Mobile/Trailer Home
56,3546,GEORGIA,673083,2017,Tornado,45,0,7,0,1500000.0,0.00K,367,36.0,M,Mobile/Trailer Home
57,3576,OREGON,666274,2017,Winter Weather,0,0,0,1,0.0,0.00K,77,45.0,M,Vehicle/Towed Trailer
58,3661,WISCONSIN,669731,2017,Cold/Wind Chill,0,0,1,0,0.0,0.00K,87,38.0,M,Outside/Open Areas
59,3662,WISCONSIN,677714,2017,Cold/Wind Chill,0,0,1,0,0.0,0.00K,113,48.0,F,Permanent Home
60,3770,OKLAHOMA,668712,2017,Ice Storm,0,0,1,0,58000.0,0.00K,84,,,Vehicle/Towed Trailer
61,4228,CALIFORNIA,678073,2017,Dense Fog,0,0,0,1,25000.0,,138,59.0,M,Vehicle/Towed Trailer
62,4255,CALIFORNIA,677813,2017,High Surf,0,0,1,0,0.0,0.00K,114,65.0,M,In Water
63,4313,KENTUCKY,665799,2017,Winter Weather,0,0,0,1,,,76,55.0,M,Vehicle/Towed Trailer
64,4603,HAWAII,670214,2017,High Surf,0,0,1,0,0.0,0.00K,90,22.0,F,In Water
65,4712,KENTUCKY,664829,2017,Winter Weather,0,0,0,1,15000.0,0.00K,73,53.0,F,Vehicle/Towed Trailer
66,4792,OKLAHOMA,673097,2017,Ice Storm,0,1,0,1,40000000.0,0.00K,91,,,Heavy Equipment/Construction
67,4961,OREGON,668386,2017,Sneakerwave,0,0,2,0,0.0,0.00K,80,31.0,M,In Water
68,4961,OREGON,668386,2017,Sneakerwave,0,0,2,0,0.0,0.00K,81,3.0,M,In Water
69,5477,CALIFORNIA,673994,2017,Dense Fog,0,0,0,1,15000.0,0.00K,130,42.0,M,Vehicle/Towed Trailer
70,5564,WISCONSIN,673138,2017,Winter Storm,0,0,0,1,0.0,0.00K,144,85.0,F,Vehicle/Towed Trailer
71,5599,PENNSYLVANIA,675802,2017,Winter Storm,0,0,0,3,0.0,0.00K,152,83.0,F,Permanent Home
72,5599,PENNSYLVANIA,675802,2017,Winter Storm,0,0,0,3,0.0,0.00K,153,,M,Permanent Home
73,5599,PENNSYLVANIA,675802,2017,Winter Storm,0,0,0,3,0.0,0.00K,154,,M,Permanent Home
74,5837,WISCONSIN,673144,2017,Winter Weather,0,0,0,1,0.0,0.00K,145,29.0,M,Vehicle/Towed Trailer
75,5838,WISCONSIN,674022,2017,Winter Weather,0,0,0,1,0.0,0.00K,146,19.0,F,Vehicle/Towed Trailer
76,5890,CALIFORNIA,676674,2017,Strong Wind,0,0,0,1,0.0,0.00K,137,24.0,M,Vehicle/Towed Trailer
77,6040,MICHIGAN,688613,2017,Winter Weather,0,3,0,1,100000.0,0.00K,178,,,Vehicle/Towed Trailer
78,6358,WISCONSIN,672916,2017,Winter Weather,0,0,0,1,0.0,0.00K,143,39.0,M,Vehicle/Towed Trailer
79,6500,CALIFORNIA,671484,2017,High Wind,0,0,1,0,0.0,0.00K,129,,F,Unknown
80,6513,PUERTO RICO,681250,2017,Rip Current,0,0,1,0,0.0,0.00K,159,29.0,F,In Water
81,6682,WEST VIRGINIA,678385,2017,Heavy Rain,0,0,1,0,0.0,0.00K,158,2.0,F,In Water
82,6722,NEVADA,674302,2017,Cold/Wind Chill,0,0,1,1,0.0,0.00K,131,62.0,M,Outside/Open Areas
83,6722,NEVADA,674302,2017,Cold/Wind Chill,0,0,1,1,0.0,0.00K,132,43.0,M,Outside/Open Areas
84,6769,ILLINOIS,678115,2017,Dense Fog,0,10,0,1,0.0,0.00K,135,29.0,M,Vehicle/Towed Trailer
85,7410,CALIFORNIA,685298,2017,Strong Wind,0,0,1,0,0.0,0.00K,170,20.0,F,Outside/Open Areas
86,7437,TEXAS,687307,2017,Wildfire,2,0,1,0,25100000.0,0.00K,173,,,Outside/Open Areas
87,7467,KENTUCKY,677764,2017,Hail,0,0,0,1,,,155,59.0,M,Vehicle/Towed Trailer
88,7560,OREGON,677272,2017,Strong Wind,0,0,0,1,28000.0,0.00K,136,8.0,F,Permanent Home
89,7659,OKLAHOMA,687594,2017,Thunderstorm Wind,0,0,1,0,0.0,0.00K,177,69.0,M,Vehicle/Towed Trailer
90,7892,TEXAS,683056,2017,Flash Flood,0,0,1,0,0.0,0.00K,167,58.0,F,Vehicle/Towed Trailer
91,7960,INDIANA,675656,2017,Winter Weather,0,0,0,3,0.0,0.00K,149,,,Outside/Open Areas
92,7960,INDIANA,675656,2017,Winter Weather,0,0,0,3,0.0,0.00K,150,,,Outside/Open Areas
93,7960,INDIANA,675656,2017,Winter Weather,0,0,0,3,0.0,0.00K,151,,,Outside/Open Areas
94,8009,WISCONSIN,681638,2017,Lake-Effect Snow,0,0,0,4,,0.00K,161,68.0,M,Outside/Open Areas
95,8009,WISCONSIN,681638,2017,Lake-Effect Snow,0,0,0,4,,0.00K,162,78.0,M,Outside/Open Areas
96,8009,WISCONSIN,681638,2017,Lake-Effect Snow,0,0,0,4,,0.00K,163,76.0,M,Outside/Open Areas
97,8009,WISCONSIN,681638,2017,Lake-Effect Snow,0,0,0,4,,0.00K,164,64.0,M,Outside/Open Areas
98,8087,NORTH CAROLINA,676840,2017,Extreme Cold/Wind Chill,0,0,1,0,0.0,0.00K,141,85.0,M,Outside/Open Areas
99,8106,COLORADO,674066,2017,High Wind,0,0,2,0,20000000.0,0.00K,139,81.0,F,Outside/Open Areas
100,8106,COLORADO,674066,2017,High Wind,0,0,2,0,20000000.0,0.00K,140,,M,Outside/Open Areas
101,8273,OREGON,678307,2017,Sneakerwave,0,0,1,0,0.0,0.00K,156,14.0,F,In Water
102,8284,WISCONSIN,681632,2017,Lake-Effect Snow,0,7,0,1,,0.00K,160,69.0,M,Outside/Open Areas
103,8333,GUAM,682838,2017,Rip Current,1,0,1,0,0.0,0.00K,166,37.0,M,In Water
104,9169,MICHIGAN,682566,2017,Winter Weather,0,4,0,1,0.0,0.00K,142,21.0,M,Vehicle/Towed Trailer
105,9378,OREGON,677250,2017,Cold/Wind Chill,0,0,4,0,0.0,0.00K,125,52.0,F,Other
106,9378,OREGON,677250,2017,Cold/Wind Chill,0,0,4,0,0.0,0.00K,126,29.0,M,Other
107,9378,OREGON,677250,2017,Cold/Wind Chill,0,0,4,0,0.0,0.00K,133,68.0,M,Other
108,9378,OREGON,677250,2017,Cold/Wind Chill,0,0,4,0,0.0,0.00K,134,51.0,M,Other
109,9963,OKLAHOMA,683771,2017,Wildfire,0,0,0,1,0.0,0.00K,168,61.0,F,Outside/Open Areas
110,10362,GEORGIA,690095,2017,Thunderstorm Wind,0,0,1,0,100000.0,,181,29.0,M,Permanent Home
111,11711,TEXAS,685973,2017,Thunderstorm Wind,0,0,0,2,0.0,0.00K,171,12.0,M,Outside/Open Areas
112,11711,TEXAS,685973,2017,Thunderstorm Wind,0,0,0,2,0.0,0.00K,172,11.0,M,Outside/Open Areas
113,12166,WASHINGTON,688788,2017,High Wind,0,0,0,1,0.0,0.00K,179,17.0,F,Under Tree
114,12309,MICHIGAN,674068,2017,High Wind,0,0,2,0,5000000.0,0.00K,147,20.0,M,Vehicle/Towed Trailer
115,12309,MICHIGAN,674068,2017,High Wind,0,0,2,0,5000000.0,0.00K,148,23.0,F,Vehicle/Towed Trailer
116,12460,NEVADA,682635,2017,Cold/Wind Chill,0,0,0,1,0.0,0.00K,165,48.0,M,Outside/Open Areas
117,12463,ILLINOIS,695564,2017,Strong Wind,0,1,0,1,0.0,0.00K,192,53.0,M,Vehicle/Towed Trailer
118,12464,ILLINOIS,695565,2017,Strong Wind,0,3,1,0,0.0,0.00K,193,16.0,M,Vehicle/Towed Trailer
119,12713,OKLAHOMA,685126,2017,Wildfire,0,0,1,0,0.0,0.00K,169,80.0,M,Outside/Open Areas
120,12718,MONTANA,678350,2017,Heavy Snow,0,1,0,1,0.0,0.00K,157,45.0,M,Vehicle/Towed Trailer
121,12847,LOUISIANA,691694,2017,Thunderstorm Wind,2,0,1,0,0.0,0.00K,187,21.0,M,Vehicle/Towed Trailer
122,13549,OREGON,704618,2017,Heat,0,0,0,1,0.0,0.00K,205,25.0,M,In Water
123,13550,OREGON,704627,2017,Heat,0,0,0,1,0.0,0.00K,206,19.0,M,In Water
124,13551,WASHINGTON,704633,2017,Heat,0,0,0,1,0.0,0.00K,207,18.0,M,In Water
125,13799,TEXAS,687309,2017,Wildfire,0,0,3,0,0.0,0.00K,174,,,Outside/Open Areas
126,13799,TEXAS,687309,2017,Wildfire,0,0,3,0,0.0,0.00K,175,,,Outside/Open Areas
127,13799,TEXAS,687309,2017,Wildfire,0,0,3,0,0.0,0.00K,176,,,Outside/Open Areas
128,14215,CALIFORNIA,696665,2017,Heavy Snow,0,0,1,0,,0.00K,68,43.0,F,Vehicle/Towed Trailer
129,14355,MISSOURI,698678,2017,Strong Wind,3,0,1,0,1000.0,0.00K,199,41.0,M,Under Tree
130,14412,FLORIDA,694639,2017,Lightning,0,0,1,0,0.0,0.00K,191,47.0,M,Outside/Open Areas
131,14570,ATLANTIC SOUTH,699162,2017,Waterspout,0,0,3,0,,0.00K,200,,M,Boating
132,14570,ATLANTIC SOUTH,699162,2017,Waterspout,0,0,3,0,,0.00K,201,,M,Boating
133,14570,ATLANTIC SOUTH,699162,2017,Waterspout,0,0,3,0,,0.00K,202,,M,Boating
134,15228,MASSACHUSETTS,690043,2017,High Wind,1,0,1,0,12000.0,0.00K,66,50.0,M,Under Tree
135,15478,OREGON,689229,2017,Heavy Snow,0,0,0,1,,0.00K,65,57.0,M,Outside/Open Areas
136,16059,IOWA,698304,2017,Thunderstorm Wind,0,0,1,0,60000.0,0.00K,195,70.0,M,Vehicle/Towed Trailer
137,16247,ILLINOIS,698416,2017,Flood,0,0,1,0,30000.0,0.00K,197,89.0,M,Vehicle/Towed Trailer
138,16443,MISSOURI,691476,2017,Flash Flood,0,0,3,0,500000.0,0.00K,184,31.0,F,Vehicle/Towed Trailer
139,16443,MISSOURI,691476,2017,Flash Flood,0,0,3,0,500000.0,0.00K,185,37.0,M,Vehicle/Towed Trailer
140,16443,MISSOURI,691476,2017,Flash Flood,0,0,3,0,500000.0,0.00K,186,17.0,F,Vehicle/Towed Trailer
141,16448,MISSOURI,683980,2017,Flood,0,0,1,0,10000.0,0.00K,180,69.0,M,Vehicle/Towed Trailer
142,16481,MONTANA,693652,2017,Thunderstorm Wind,0,0,0,1,,,190,41.0,F,Outside/Open Areas
143,17293,LOUISIANA,691706,2017,Thunderstorm Wind,0,0,1,0,0.0,0.00K,189,18.0,M,Permanent Home
144,17521,LOUISIANA,691698,2017,Thunderstorm Wind,1,0,1,0,0.0,0.00K,188,66.0,F,Permanent Home
145,17680,TENNESSEE,683065,2017,Thunderstorm Wind,0,0,1,0,,,332,43.0,F,Under Tree
146,17704,WISCONSIN,683848,2017,Lightning,2,0,0,0,0.0,0.00K,43,33.0,M,Outside/Open Areas
147,17704,WISCONSIN,683848,2017,Lightning,2,0,0,0,0.0,0.00K,44,,M,Outside/Open Areas
148,18466,IDAHO,704324,2017,Flood,0,0,0,1,10000000.0,0.00K,204,54.0,M,Permanent Home
149,18588,CALIFORNIA,682199,2017,Flood,0,0,0,1,0.0,0.00K,208,35.0,M,In Water
150,18871,TEXAS,690880,2017,Rip Current,0,0,1,0,0.0,0.00K,183,20.0,M,In Water
151,18926,OKLAHOMA,698402,2017,Flash Flood,0,0,0,1,5000.0,0.00K,258,22.0,M,Vehicle/Towed Trailer
152,19138,TEXAS,698272,2017,Thunderstorm Wind,0,0,0,1,0.0,0.00K,40,14.0,M,Outside/Open Areas
153,19259,WISCONSIN,702258,2017,Flood,0,0,0,1,50000.0,0.00K,203,59.0,M,Vehicle/Towed Trailer
154,19563,MISSOURI,690133,2017,Flood,0,0,1,0,20000.0,0.00K,210,69.0,F,Vehicle/Towed Trailer
155,19789,VIRGINIA,699896,2017,Thunderstorm Wind,0,0,1,0,10000.0,0.00K,41,46.0,F,Vehicle/Towed Trailer
156,19862,NEVADA,698578,2017,Heat,0,0,1,0,0.0,0.00K,198,24.0,M,Outside/Open Areas
157,20101,FLORIDA,697927,2017,Rip Current,2,0,1,0,,,194,51.0,M,In Water
158,20137,TEXAS,703403,2017,Rip Current,0,0,1,0,0.0,0.00K,42,35.0,M,In Water
159,20250,ARKANSAS,692689,2017,Thunderstorm Wind,0,0,1,0,0.0,0.00K,257,65.0,F,Mobile/Trailer Home
160,20277,WISCONSIN,689564,2017,Tornado,25,0,1,0,10100000.0,0.00K,182,45.0,M,Mobile/Trailer Home
161,20408,CALIFORNIA,682200,2017,Flood,0,0,1,0,0.0,0.00K,209,45.0,F,Vehicle/Towed Trailer
162,20494,ALABAMA,670350,2017,Thunderstorm Wind,0,0,4,0,100000.0,0.00K,348,53.0,F,Mobile/Trailer Home
163,20494,ALABAMA,670350,2017,Thunderstorm Wind,0,0,4,0,100000.0,0.00K,349,27.0,F,Mobile/Trailer Home
164,20494,ALABAMA,670350,2017,Thunderstorm Wind,0,0,4,0,100000.0,0.00K,350,51.0,F,Mobile/Trailer Home
165,20494,ALABAMA,670350,2017,Thunderstorm Wind,0,0,4,0,100000.0,0.00K,351,53.0,F,Mobile/Trailer Home
166,20560,ATLANTIC NORTH,705819,2017,Marine Thunderstorm Wind,0,0,1,0,,,211,41.0,M,Boating
167,20679,MISSOURI,698410,2017,Flood,0,0,1,0,2500000.0,100.00K,196,60.0,M,Vehicle/Towed Trailer
168,20957,CALIFORNIA,676370,2017,Flash Flood,0,0,2,0,10000.0,0.00K,106,5.0,M,Vehicle/Towed Trailer
169,20957,CALIFORNIA,676370,2017,Flash Flood,0,0,2,0,10000.0,0.00K,107,73.0,M,Vehicle/Towed Trailer
170,21248,CALIFORNIA,675847,2017,Heavy Rain,0,0,0,1,,,72,84.0,M,Vehicle/Towed Trailer
171,21520,PENNSYLVANIA,727471,2017,Flash Flood,0,0,2,0,270000.0,0.00K,262,,M,Permanent Home
172,21520,PENNSYLVANIA,727471,2017,Flash Flood,0,0,2,0,270000.0,0.00K,263,,M,Permanent Home
173,21807,SOUTH DAKOTA,675835,2017,Extreme Cold/Wind Chill,0,0,2,0,0.0,0.00K,70,23.0,F,Outside/Open Areas
174,21807,SOUTH DAKOTA,675835,2017,Extreme Cold/Wind Chill,0,0,2,0,0.0,0.00K,71,29.0,M,Outside/Open Areas
175,21857,FLORIDA,693378,2017,Rip Current,1,0,1,0,0.0,0.00K,55,8.0,M,In Water
176,22214,FLORIDA,670052,2017,Thunderstorm Wind,0,0,1,0,0.0,0.00K,117,61.0,M,Outside/Open Areas
177,23129,OKLAHOMA,697023,2017,Flash Flood,0,0,1,0,0.0,0.00K,63,73.0,F,Vehicle/Towed Trailer
178,23272,WYOMING,678609,2017,Flood,0,0,1,0,10000.0,0.00K,118,33.0,M,In Water
179,23289,ILLINOIS,677523,2017,Tornado,1,0,1,0,2000000.0,0.00K,119,71.0,M,Outside/Open Areas
180,23406,MISSISSIPPI,676496,2017,Tornado,56,0,4,0,9000000.0,49.50K,108,58.0,M,Mobile/Trailer Home
181,23406,MISSISSIPPI,676496,2017,Tornado,56,0,4,0,9000000.0,49.50K,109,47.0,M,Mobile/Trailer Home
182,23406,MISSISSIPPI,676496,2017,Tornado,56,0,4,0,9000000.0,49.50K,110,20.0,M,Permanent Home
183,23406,MISSISSIPPI,676496,2017,Tornado,56,0,4,0,9000000.0,49.50K,111,72.0,F,Permanent Home
184,23653,INDIANA,724595,2017,Lake-Effect Snow,0,0,0,1,0.0,0.00K,451,21.0,M,Outside/Open Areas
185,23988,MISSISSIPPI,678690,2017,Cold/Wind Chill,0,0,1,0,0.0,0.00K,116,65.0,M,Outside/Open Areas
186,24105,IDAHO,681117,2017,Avalanche,0,0,1,0,0.0,0.00K,122,35.0,M,Outside/Open Areas
187,24251,TEXAS,691029,2017,Rip Current,0,0,1,0,0.0,0.00K,47,31.0,M,In Water
188,24316,LOUISIANA,675337,2017,Tornado,0,0,1,0,,,124,83.0,M,Outside/Open Areas
189,24582,FLORIDA,693379,2017,Rip Current,0,0,1,0,0.0,0.00K,56,16.0,M,In Water
190,24585,FLORIDA,693388,2017,Rip Current,0,0,1,0,0.0,0.00K,57,27.0,M,In Water
191,24618,CALIFORNIA,681029,2017,Flash Flood,2,0,1,0,30000.0,0.00K,121,,,Vehicle/Towed Trailer
192,24659,VIRGINIA,716677,2017,Lightning,0,6,0,3,1000000.0,0.00K,677,30.0,F,Permanent Home
193,24659,VIRGINIA,716677,2017,Lightning,0,6,0,3,1000000.0,0.00K,678,61.0,F,Permanent Home
194,24659,VIRGINIA,716677,2017,Lightning,0,6,0,3,1000000.0,0.00K,679,64.0,F,Permanent Home
195,25168,MINNESOTA,666584,2017,Cold/Wind Chill,0,0,1,0,0.0,0.00K,78,29.0,M,Outside/Open Areas
196,25200,CALIFORNIA,676363,2017,High Surf,3,0,1,0,,,74,23.0,F,Other
197,25232,CALIFORNIA,681051,2017,High Wind,0,0,1,0,7000000.0,100.00K,123,,,Vehicle/Towed Trailer
198,25420,MISSOURI,677516,2017,Tornado,12,0,1,0,8000000.0,0.00K,120,24.0,M,Vehicle/Towed Trailer
199,25616,MISSOURI,717501,2017,Heat,1,0,1,0,0.0,0.00K,345,76.0,M,Permanent Home
200,25686,TEXAS,709859,2017,Heat,0,0,1,0,0.0,0.00K,34,3.0,M,Vehicle/Towed Trailer
201,26149,TENNESSEE,694328,2017,Strong Wind,0,0,1,0,0.0,0.00K,58,2.0,F,Outside/Open Areas
202,26217,ARKANSAS,691629,2017,Flash Flood,0,0,1,0,0.0,0.00K,51,76.0,M,Vehicle/Towed Trailer
203,26218,ARKANSAS,691624,2017,Flash Flood,0,0,1,0,0.0,0.00K,50,10.0,F,Outside/Open Areas
204,26311,TEXAS,693431,2017,Rip Current,0,0,1,0,0.0,0.00K,92,33.0,F,In Water
205,26500,PUERTO RICO,688401,2017,Flash Flood,0,0,1,0,0.0,0.00K,45,,,Outside/Open Areas
206,26536,ARKANSAS,691732,2017,Flash Flood,0,0,2,0,0.0,0.00K,52,2.0,F,Vehicle/Towed Trailer
207,26536,ARKANSAS,691732,2017,Flash Flood,0,0,2,0,0.0,0.00K,53,4.0,M,Vehicle/Towed Trailer
208,27085,MISSOURI,691312,2017,Flash Flood,0,0,1,0,10000.0,0.00K,49,18.0,M,Vehicle/Towed Trailer
209,28175,GEORGIA,670353,2017,Thunderstorm Wind,0,0,1,0,250000.0,0.00K,352,73.0,M,Mobile/Trailer Home
210,28203,FLORIDA,692706,2017,Rip Current,2,0,1,0,0.0,0.00K,54,,M,In Water
211,28246,LOUISIANA,694736,2017,Tornado,0,0,2,0,15000.0,0.00K,59,38.0,F,Mobile/Trailer Home
212,28246,LOUISIANA,694736,2017,Tornado,0,0,2,0,15000.0,0.00K,60,3.0,F,Mobile/Trailer Home
213,28291,ARKANSAS,697038,2017,Flash Flood,0,0,1,0,0.0,0.00K,64,24.0,F,Outside/Open Areas
214,28537,OREGON,696351,2017,High Wind,0,0,0,1,70000.0,,61,67.0,M,Under Tree
215,28538,OREGON,696357,2017,Strong Wind,0,3,0,1,,,62,56.0,M,Boating
216,28673,FLORIDA,721815,2017,Hurricane,0,0,1,0,15300000.0,0.00K,408,89.0,M,Unknown
217,28736,FLORIDA,722000,2017,Hurricane,0,0,0,2,594450000.0,0.00K,415,53.0,M,Outside/Open Areas
218,28736,FLORIDA,722000,2017,Hurricane,0,0,0,2,594450000.0,0.00K,416,38.0,M,Outside/Open Areas
219,28889,TEXAS,707691,2017,Heat,0,0,0,2,0.0,0.00K,31,1.0,F,Vehicle/Towed Trailer
220,28889,TEXAS,707691,2017,Heat,0,0,0,2,0.0,0.00K,32,2.0,F,Vehicle/Towed Trailer
221,29182,WISCONSIN,709697,2017,Thunderstorm Wind,0,0,0,1,0.0,0.00K,444,46.0,M,Outside/Open Areas
222,29480,MISSOURI,666732,2017,Winter Weather,0,3,0,1,,,394,35.0,M,Vehicle/Towed Trailer
223,29594,NORTH CAROLINA,688957,2017,Flood,0,0,1,0,0.0,0.00K,46,65.0,F,Vehicle/Towed Trailer
224,29688,FLORIDA,722003,2017,Hurricane,0,0,0,1,7000000.0,0.00K,417,69.0,M,Vehicle/Towed Trailer
225,29689,FLORIDA,721819,2017,Hurricane,0,0,0,3,68980000.0,93.50M,409,63.0,M,Outside/Open Areas
226,29689,FLORIDA,721819,2017,Hurricane,0,0,0,3,68980000.0,93.50M,410,7.0,F,Permanent Home
227,29689,FLORIDA,721819,2017,Hurricane,0,0,0,3,68980000.0,93.50M,411,77.0,M,Permanent Structure
228,29829,MISSOURI,691311,2017,Flash Flood,0,0,1,0,0.0,0.00K,48,72.0,F,Vehicle/Towed Trailer
229,29900,ARKANSAS,707674,2017,Thunderstorm Wind,0,0,1,0,0.0,0.00K,397,71.0,M,In Water
230,29916,FLORIDA,721735,2017,Hurricane,0,0,1,0,163140000.0,0.00K,403,74.0,M,Outside/Open Areas
231,30273,MISSOURI,666763,2017,Freezing Fog,0,1,0,1,20000.0,0.00K,396,51.0,M,Vehicle/Towed Trailer
232,30402,FLORIDA,697130,2017,Lightning,1,0,1,0,0.0,0.00K,99,0.0,M,Outside/Open Areas
233,30433,FLORIDA,721998,2017,Hurricane,0,0,0,3,7000000.0,0.00K,412,55.0,M,Outside/Open Areas
